,Usia,Gender,Gaji,Jumlah Anak
2516,46,P,7-10JT,2
2517,57,L,4-6JT,2
2518,51,L,7-10JT,3
2519,43,P,1-3JT,4
2520,49,L,7-10JT,3
2521,56,L,4-6JT,6
2522,50,P,7-10JT,1
2523,19,L,1-3JT,2
2524,37,P,4-6JT,0
2525,24,P,7-10JT,5
2526,43,P,1-3JT,3
2527,43,P,4-6JT,4
2528,40,L,4-6JT,2
2529,24,L,7-10JT,1
2530,59,L,7-10JT,6
2531,32,L,1-3JT,3
2532,56,P,1-3JT,4
2533,26,L,7-10JT,5
2534,44,P,4-6JT,0
2535,24,P,7-10JT,6
2536,38,L,1-3JT,0
2537,32,L,4-6JT,0
2538,22,P,4-6JT,1
2539,53,P,1-3JT,3
2540,41,P,1-3JT,6
2541,47,L,4-6JT,0
2542,21,P,7-10JT,2
2543,43,P,1-3JT,5
2544,17,P,7-10JT,4
2545,48,L,1-3JT,1
2546,48,P,1-3JT,1
2547,33,L,1-3JT,4
2548,57,P,4-6JT,2
2549,52,P,7-10JT,6
2550,36,L,7-10JT,4
2551,31,L,4-6JT,5
2552,35,P,1-3JT,2
2553,53,L,1-3JT,0
2554,20,L,1-3JT,2
2555,18,P,1-3JT,5
2556,41,P,1-3JT,4
2557,19,L,7-10JT,0
2558,31,L,4-6JT,6
2559,17,P,1-3JT,6
2560,53,P,7-10JT,0
2561,49,L,1-3JT,2
2562,39,L,7-10JT,6
2563,42,P,1-3JT,4
2564,42,P,4-6JT,3
2565,52,L,7-10JT,0
2566,19,P,1-3JT,2
2567,52,L,1-3JT,5
2568,54,P,4-6JT,6
2569,40,L,1-3JT,3
2570,52,L,1-3JT,1
2571,48,L,1-3JT,1
2572,20,P,4-6JT,4
2573,58,L,1-3JT,0
2574,53,L,1-3JT,1
2575,19,L,7-10JT,5
2576,50,P,7-10JT,3
2577,38,L,4-6JT,0
2578,22,L,1-3JT,6
2579,59,P,1-3JT,3
2580,52,P,4-6JT,1
2581,45,L,4-6JT,3
2582,33,P,7-10JT,4
2583,45,P,7-10JT,2
2584,35,L,4-6JT,3
2585,17,P,7-10JT,5
2586,22,P,1-3JT,2
2587,52,L,7-10JT,3
2588,53,P,4-6JT,1
2589,20,P,7-10JT,2
2590,46,P,7-10JT,0
2591,24,P,4-6JT,0
2592,42,L,7-10JT,1
2593,45,P,4-6JT,3
2594,22,L,1-3JT,0
2595,22,P,4-6JT,2
2596,23,P,1-3JT,1
2597,21,L,7-10JT,4
2598,59,L,1-3JT,6
2599,59,L,7-10JT,6
2600,36,P,1-3JT,2
2601,21,L,4-6JT,1
2602,35,L,4-6JT,0
2603,37,P,1-3JT,1
2604,40,L,4-6JT,1
2605,42,P,7-10JT,0
2606,33,L,4-6JT,3
2607,53,P,1-3JT,6
2608,22,L,4-6JT,1
2609,25,L,7-10JT,0
2610,51,L,1-3JT,4
2611,27,L,4-6JT,5
2612,55,P,4-6JT,1
2613,35,P,1-3JT,2
2614,46,P,4-6JT,5
2615,58,P,7-10JT,6
2616,21,P,1-3JT,2
2617,47,L,1-3JT,4
2618,43,L,1-3JT,6
2619,26,L,1-3JT,3
2620,29,L,4-6JT,4
2621,46,L,1-3JT,3
2622,17,L,4-6JT,3
2623,37,L,4-6JT,4
2624,36,P,1-3JT,5
2625,20,L,7-10JT,1
2626,34,L,4-6JT,5
2627,58,P,7-10JT,3
2628,30,L,4-6JT,1
2629,29,L,4-6JT,3
2630,32,P,7-10JT,5
2631,17,P,4-6JT,1
2632,49,P,1-3JT,5
2633,60,P,1-3JT,4
2634,60,L,1-3JT,2
2635,25,L,1-3JT,4
2636,42,P,4-6JT,0
2637,48,P,4-6JT,1
2638,19,P,1-3JT,6
2639,24,P,7-10JT,3
2640,21,P,4-6JT,5
2641,50,L,1-3JT,2
2642,40,P,7-10JT,0
2643,51,P,1-3JT,3
2644,34,L,7-10JT,6
2645,59,P,1-3JT,1
2646,26,L,1-3JT,0
2647,29,L,7-10JT,2
2648,46,L,1-3JT,6
2649,32,P,7-10JT,3
2650,20,L,4-6JT,0
2651,24,L,7-10JT,5
2652,21,L,7-10JT,1
2653,37,P,4-6JT,5
2654,23,P,7-10JT,4
2655,54,L,4-6JT,2
2656,27,P,7-10JT,0
2657,26,P,1-3JT,5
2658,17,L,1-3JT,6
2659,30,P,7-10JT,0
2660,54,L,7-10JT,2
2661,58,P,4-6JT,0
2662,17,L,7-10JT,6
2663,52,P,1-3JT,3
2664,49,P,4-6JT,1
2665,21,P,7-10JT,0
2666,26,P,7-10JT,4
2667,40,L,4-6JT,4
2668,42,P,4-6JT,2
2669,50,L,1-3JT,1
2670,21,P,7-10JT,0
2671,57,L,1-3JT,0
2672,29,L,4-6JT,0
2673,35,P,7-10JT,0
2674,55,L,1-3JT,2
2675,21,L,4-6JT,2
2676,52,L,4-6JT,0
2677,22,L,7-10JT,0
2678,32,P,7-10JT,6
2679,39,L,4-6JT,4
2680,40,L,7-10JT,5
2681,43,P,1-3JT,1
2682,41,L,4-6JT,1
2683,57,L,7-10JT,6
2684,19,L,1-3JT,2
2685,44,L,4-6JT,2
2686,58,L,1-3JT,0
2687,39,P,7-10JT,6
2688,48,P,7-10JT,4
2689,45,P,4-6JT,3
2690,39,P,4-6JT,3
2691,47,L,4-6JT,3
2692,54,P,7-10JT,2
2693,49,L,1-3JT,2
2694,51,P,7-10JT,5
2695,44,P,7-10JT,0
2696,33,P,1-3JT,0
2697,47,P,4-6JT,0
2698,55,P,7-10JT,0
2699,41,L,7-10JT,4
2700,52,L,4-6JT,0
2701,48,L,1-3JT,2
2702,31,P,7-10JT,3
2703,42,L,7-10JT,4
2704,55,P,1-3JT,2
2705,40,P,4-6JT,2
2706,48,P,1-3JT,0
2707,24,L,1-3JT,2
2708,22,L,1-3JT,1
2709,41,L,4-6JT,4
2710,24,P,1-3JT,1
2711,58,L,4-6JT,4
2712,30,P,4-6JT,5
2713,60,P,4-6JT,6
2714,41,P,7-10JT,6
2715,18,L,7-10JT,4
2716,52,L,4-6JT,6
2717,23,L,4-6JT,1
2718,46,P,7-10JT,2
2719,56,P,4-6JT,3
2720,20,P,4-6JT,2
2721,42,P,4-6JT,2
2722,34,L,7-10JT,5
2723,45,P,7-10JT,3
2724,33,P,7-10JT,0
2725,23,L,7-10JT,3
2726,31,L,7-10JT,0
2727,46,P,7-10JT,3
2728,37,P,4-6JT,4
2729,20,P,1-3JT,5
2730,23,L,4-6JT,3
2731,18,P,4-6JT,0
2732,19,L,1-3JT,0
2733,36,P,7-10JT,6
2734,30,P,1-3JT,0
2735,45,L,4-6JT,2
2736,22,L,4-6JT,4
2737,49,L,7-10JT,1
2738,37,P,1-3JT,2
2739,22,P,7-10JT,5
2740,32,P,7-10JT,0
2741,44,L,1-3JT,4
2742,47,P,1-3JT,2
2743,30,L,7-10JT,2
2744,57,P,7-10JT,6
2745,57,L,4-6JT,3
2746,31,L,7-10JT,4
2747,21,L,1-3JT,0
2748,37,P,7-10JT,1
2749,19,P,1-3JT,0
2750,24,P,4-6JT,1
2751,23,L,7-10JT,6
2752,27,L,1-3JT,0
2753,46,L,4-6JT,2
2754,46,L,7-10JT,0
2755,20,L,4-6JT,3
2756,55,P,7-10JT,3
2757,53,L,7-10JT,1
2758,54,L,7-10JT,6
2759,39,L,4-6JT,3
2760,40,P,1-3JT,6
2761,37,P,4-6JT,2
2762,59,L,7-10JT,4
2763,20,P,4-6JT,6
2764,35,P,1-3JT,5
2765,43,L,7-10JT,0
2766,23,L,7-10JT,4
2767,57,P,1-3JT,0
2768,27,P,1-3JT,3
2769,33,P,7-10JT,3
2770,40,P,1-3JT,2
2771,56,P,4-6JT,2
2772,24,L,7-10JT,0
2773,60,P,7-10JT,0
2774,56,L,1-3JT,6
2775,22,P,7-10JT,1
2776,20,P,7-10JT,4
2777,29,L,1-3JT,4
2778,32,P,1-3JT,4
2779,24,P,7-10JT,6
2780,26,L,4-6JT,4
2781,27,P,1-3JT,0
2782,55,L,7-10JT,2
2783,17,P,7-10JT,0
2784,49,P,4-6JT,6
2785,27,L,4-6JT,1
2786,34,P,4-6JT,5
2787,57,L,7-10JT,6
2788,46,L,4-6JT,4
2789,54,P,7-10JT,5
2790,47,L,4-6JT,2
2791,31,L,4-6JT,1
2792,39,L,4-6JT,2
2793,18,P,4-6JT,2
2794,40,L,7-10JT,6
2795,56,L,4-6JT,1
2796,44,L,7-10JT,3
2797,42,L,1-3JT,2
2798,45,L,1-3JT,4
2799,39,L,4-6JT,4
2800,47,L,4-6JT,4
2801,26,P,1-3JT,3
2802,56,L,1-3JT,2
2803,18,L,4-6JT,0
2804,32,P,4-6JT,5
2805,34,P,1-3JT,2
2806,27,L,4-6JT,6
2807,36,L,1-3JT,4
2808,21,P,7-10JT,0
2809,38,P,4-6JT,3
2810,35,P,7-10JT,0
2811,48,P,7-10JT,2
2812,53,P,1-3JT,6
2813,52,L,1-3JT,2
2814,42,P,7-10JT,3
2815,46,P,4-6JT,4
2816,24,P,1-3JT,0
2817,33,P,1-3JT,5
2818,25,P,7-10JT,3
2819,28,P,4-6JT,2
2820,28,L,4-6JT,3
2821,59,L,7-10JT,1
2822,56,P,1-3JT,5
2823,37,L,4-6JT,0
2824,20,L,4-6JT,3
2825,45,P,7-10JT,5
2826,39,L,1-3JT,1
2827,27,P,4-6JT,5
2828,42,L,7-10JT,4
2829,46,L,4-6JT,3
2830,44,P,4-6JT,6
2831,45,L,7-10JT,1
2832,19,L,7-10JT,0
2833,47,L,4-6JT,3
2834,38,L,7-10JT,5
2835,25,L,4-6JT,5
2836,54,L,4-6JT,0
2837,31,P,4-6JT,5
2838,18,L,1-3JT,2
2839,19,L,1-3JT,5
2840,45,L,7-10JT,1
2841,43,L,4-6JT,5
2842,54,L,7-10JT,3
2843,17,L,4-6JT,6
2844,30,L,1-3JT,2
2845,50,L,1-3JT,1
2846,44,L,4-6JT,0
2847,21,L,7-10JT,5
2848,26,P,1-3JT,6
2849,45,L,7-10JT,1
2850,43,P,1-3JT,0
2851,23,L,4-6JT,4
2852,23,L,4-6JT,2
2853,38,P,4-6JT,6
2854,28,P,4-6JT,2
2855,44,L,7-10JT,2
2856,35,L,4-6JT,3
2857,40,L,4-6JT,5
2858,43,P,7-10JT,6
2859,55,L,1-3JT,1
2860,27,L,1-3JT,0
2861,48,L,7-10JT,4
2862,40,P,4-6JT,1
2863,29,P,4-6JT,5
2864,46,P,4-6JT,6
2865,51,L,4-6JT,1
2866,39,P,4-6JT,3
2867,26,L,1-3JT,6
2868,17,P,4-6JT,0
2869,38,L,4-6JT,2
2870,25,L,4-6JT,5
2871,55,P,4-6JT,1
2872,28,L,1-3JT,4
2873,52,P,4-6JT,3
2874,20,L,4-6JT,0
2875,39,L,1-3JT,4
2876,60,P,1-3JT,5
2877,37,P,1-3JT,5
2878,29,L,1-3JT,1
2879,55,P,1-3JT,0
2880,43,P,1-3JT,6
2881,48,L,1-3JT,1
2882,53,L,1-3JT,5
2883,58,L,1-3JT,4
2884,20,L,7-10JT,0
2885,29,P,4-6JT,1
2886,46,L,1-3JT,0
2887,54,L,1-3JT,3
2888,23,P,1-3JT,6
2889,55,P,1-3JT,4
2890,36,L,7-10JT,0
2891,17,P,1-3JT,3
2892,29,L,1-3JT,4
2893,49,L,1-3JT,4
2894,54,L,7-10JT,5
2895,19,P,4-6JT,4
2896,22,L,7-10JT,1
2897,20,P,1-3JT,0
2898,35,L,4-6JT,5
2899,39,P,1-3JT,5
2900,29,L,1-3JT,5
2901,19,P,4-6JT,0
2902,52,L,7-10JT,2
2903,44,L,1-3JT,4
2904,54,P,7-10JT,4
2905,52,P,4-6JT,2
2906,47,L,1-3JT,3
2907,44,P,4-6JT,4
2908,17,P,4-6JT,6
2909,51,L,4-6JT,2
2910,29,L,7-10JT,1
2911,23,L,1-3JT,0
2912,32,P,4-6JT,5
2913,36,P,7-10JT,3
2914,53,L,7-10JT,1
2915,30,P,4-6JT,5
2916,37,P,7-10JT,2
2917,44,L,7-10JT,6
2918,56,L,4-6JT,4
2919,58,P,7-10JT,6
2920,47,L,4-6JT,3
2921,24,L,4-6JT,4
2922,59,L,1-3JT,5
2923,20,P,4-6JT,4
2924,52,P,7-10JT,0
2925,46,L,1-3JT,4
2926,23,P,4-6JT,4
2927,50,P,7-10JT,0
2928,55,P,1-3JT,1
2929,59,L,4-6JT,2
2930,52,P,7-10JT,3
2931,41,L,7-10JT,2
2932,28,L,1-3JT,3
2933,56,P,7-10JT,4
2934,51,L,1-3JT,6
2935,40,P,7-10JT,1
2936,29,P,1-3JT,3
2937,44,L,1-3JT,3
2938,24,L,1-3JT,5
2939,26,P,4-6JT,5
2940,49,P,4-6JT,4
2941,52,L,7-10JT,1
2942,31,L,1-3JT,2
2943,45,L,4-6JT,4
2944,33,P,4-6JT,1
2945,43,L,4-6JT,5
2946,27,L,1-3JT,2
2947,28,P,1-3JT,4
2948,40,L,1-3JT,3
2949,26,P,4-6JT,1
2950,35,L,4-6JT,2
2951,29,P,4-6JT,6
2952,36,P,7-10JT,2
2953,57,L,1-3JT,1
2954,21,P,7-10JT,2
2955,60,L,1-3JT,5
2956,34,L,1-3JT,1
2957,46,P,4-6JT,0
2958,36,P,4-6JT,2
2959,39,P,7-10JT,3
2960,30,P,7-10JT,2
2961,39,P,7-10JT,4
2962,30,L,4-6JT,0
2963,41,P,4-6JT,6
2964,37,L,4-6JT,2
2965,35,L,4-6JT,5
2966,50,P,1-3JT,3
2967,46,P,7-10JT,5
2968,42,P,4-6JT,1
2969,26,L,4-6JT,0
2970,48,P,7-10JT,6
2971,52,P,4-6JT,5
2972,59,P,4-6JT,1
2973,52,P,1-3JT,1
2974,18,P,1-3JT,4
2975,24,L,1-3JT,1
2976,30,P,1-3JT,3
2977,46,P,7-10JT,2
2978,30,L,7-10JT,5
2979,25,L,4-6JT,1
2980,52,L,1-3JT,3
2981,26,P,7-10JT,3
2982,43,L,4-6JT,0
2983,28,P,7-10JT,2
2984,25,L,4-6JT,2
2985,59,L,1-3JT,1
2986,29,L,1-3JT,0
2987,48,P,4-6JT,2
2988,24,P,4-6JT,4
2989,23,P,1-3JT,1
2990,50,P,1-3JT,4
2991,18,P,4-6JT,2
2992,53,P,1-3JT,2
2993,21,P,1-3JT,0
2994,30,P,7-10JT,3
2995,52,L,4-6JT,0
2996,47,L,4-6JT,0
2997,19,L,7-10JT,4
2998,32,L,1-3JT,5
2999,39,P,7-10JT,0
3000,60,L,1-3JT,5
3001,55,L,7-10JT,1
3002,50,P,4-6JT,2
3003,29,L,7-10JT,1
3004,18,P,1-3JT,4
3005,33,L,1-3JT,4
3006,47,L,4-6JT,1
3007,34,L,7-10JT,4
3008,23,L,4-6JT,1
3009,33,L,7-10JT,1
3010,20,P,4-6JT,3
3011,50,P,7-10JT,2
3012,31,P,1-3JT,5
3013,24,L,7-10JT,2
3014,49,L,7-10JT,2
3015,30,L,4-6JT,1
3016,54,L,7-10JT,2
3017,40,P,1-3JT,4
3018,45,L,4-6JT,4
3019,32,L,7-10JT,5
3020,20,P,4-6JT,6
3021,51,L,4-6JT,4
3022,28,P,7-10JT,5
3023,18,L,1-3JT,1
3024,34,L,1-3JT,5
3025,38,L,4-6JT,3
3026,18,P,4-6JT,5
3027,38,P,4-6JT,1
3028,36,L,4-6JT,1
3029,58,P,7-10JT,1
3030,28,P,7-10JT,5
3031,55,P,4-6JT,6
3032,33,L,4-6JT,4
3033,37,P,7-10JT,5
3034,38,L,1-3JT,6
3035,43,P,4-6JT,6
3036,54,P,4-6JT,0
3037,44,P,7-10JT,3
3038,41,P,1-3JT,5
3039,30,P,1-3JT,5
3040,30,P,7-10JT,1
3041,57,L,1-3JT,2
3042,31,P,4-6JT,6
3043,37,P,4-6JT,0
3044,39,L,4-6JT,1
3045,31,P,4-6JT,4
3046,28,P,1-3JT,5
3047,31,P,1-3JT,6
3048,32,L,4-6JT,1
3049,53,P,1-3JT,2
3050,60,P,4-6JT,5
3051,22,P,1-3JT,3
3052,30,P,7-10JT,4
3053,48,L,4-6JT,6
3054,24,L,7-10JT,0
3055,32,P,7-10JT,0
3056,46,P,1-3JT,2
3057,31,L,1-3JT,5
3058,28,P,4-6JT,3
3059,35,P,4-6JT,5
3060,47,L,4-6JT,4
3061,33,P,7-10JT,0
3062,31,P,7-10JT,1
3063,58,L,1-3JT,4
3064,27,P,7-10JT,0
3065,26,L,4-6JT,5
3066,59,L,7-10JT,2
3067,41,P,4-6JT,0
3068,50,L,1-3JT,1
3069,43,P,4-6JT,2
3070,40,P,7-10JT,4
3071,38,P,1-3JT,1
3072,51,P,7-10JT,0
3073,46,P,4-6JT,1
3074,43,P,1-3JT,4
3075,60,P,4-6JT,5
3076,45,L,7-10JT,2
3077,21,L,4-6JT,6
3078,40,L,1-3JT,5
3079,36,P,1-3JT,2
3080,33,P,7-10JT,3
3081,20,P,4-6JT,3
3082,17,P,7-10JT,2
3083,60,P,7-10JT,4
3084,25,P,7-10JT,3
3085,27,P,4-6JT,3
3086,39,L,1-3JT,1
3087,52,P,7-10JT,4
3088,23,P,7-10JT,5
3089,54,P,4-6JT,0
3090,58,P,1-3JT,6
3091,48,L,4-6JT,6
3092,45,L,4-6JT,6
3093,57,L,4-6JT,3
3094,57,L,4-6JT,2
3095,49,P,1-3JT,2
3096,49,L,7-10JT,0
3097,18,L,7-10JT,4
3098,56,L,7-10JT,0
3099,31,L,7-10JT,1
3100,31,P,4-6JT,5
3101,49,P,1-3JT,2
3102,32,L,4-6JT,0
3103,26,P,7-10JT,5
3104,38,P,4-6JT,6
3105,54,P,1-3JT,4
3106,43,L,1-3JT,4
3107,44,L,7-10JT,1
3108,34,P,4-6JT,0
3109,24,L,7-10JT,6
3110,26,P,4-6JT,3
3111,40,P,4-6JT,5
3112,34,L,1-3JT,4
3113,46,L,4-6JT,1
3114,41,P,7-10JT,3
3115,60,L,4-6JT,1
3116,23,L,7-10JT,4
3117,23,L,7-10JT,3
3118,49,P,7-10JT,5
3119,41,L,4-6JT,5
3120,36,P,4-6JT,2
3121,22,L,1-3JT,5
3122,38,L,4-6JT,1
3123,41,L,1-3JT,4
3124,18,L,7-10JT,4
3125,34,L,4-6JT,4
3126,38,P,7-10JT,5
3127,21,L,4-6JT,2
3128,39,P,7-10JT,2
3129,57,P,1-3JT,2
3130,58,L,4-6JT,0
3131,57,P,1-3JT,4
3132,53,P,4-6JT,6
3133,24,L,7-10JT,6
3134,17,P,7-10JT,2
3135,48,P,7-10JT,6
3136,29,P,4-6JT,1
3137,47,L,1-3JT,0
3138,30,P,4-6JT,1
3139,55,P,7-10JT,4
3140,19,L,1-3JT,0
3141,23,P,1-3JT,2
3142,54,P,4-6JT,6
3143,44,P,1-3JT,1
3144,17,P,4-6JT,0
3145,42,L,7-10JT,5
3146,55,L,7-10JT,3
3147,33,P,1-3JT,5
3148,50,P,4-6JT,4
3149,53,P,1-3JT,2
3150,40,P,1-3JT,2
3151,23,P,7-10JT,2
3152,26,L,4-6JT,5
3153,24,L,1-3JT,6
3154,19,P,7-10JT,2
3155,22,P,7-10JT,2
3156,45,P,7-10JT,1
3157,36,L,7-10JT,0
3158,43,L,4-6JT,6
3159,32,L,7-10JT,6
3160,55,L,1-3JT,4
3161,41,L,7-10JT,1
3162,21,L,4-6JT,2
3163,32,P,4-6JT,0
3164,24,L,4-6JT,1
3165,22,L,1-3JT,0
3166,50,L,4-6JT,3
3167,28,L,1-3JT,5
3168,59,P,4-6JT,4
3169,44,P,1-3JT,4
3170,20,P,7-10JT,0
3171,35,P,7-10JT,6
3172,42,L,4-6JT,5
3173,60,P,1-3JT,6
3174,23,L,7-10JT,5
3175,38,P,1-3JT,0
3176,50,L,4-6JT,0
3177,52,P,4-6JT,6
3178,20,P,7-10JT,2
3179,56,P,1-3JT,5
3180,31,L,4-6JT,2
3181,22,P,4-6JT,1
3182,53,L,7-10JT,5
3183,46,L,7-10JT,4
3184,21,L,4-6JT,6
3185,27,L,4-6JT,2
3186,31,L,7-10JT,6
3187,44,P,1-3JT,6
3188,50,P,1-3JT,6
3189,57,P,1-3JT,6
3190,25,P,4-6JT,3
3191,29,P,1-3JT,6
3192,30,L,4-6JT,3
3193,55,L,7-10JT,2
3194,59,P,1-3JT,3
3195,54,P,7-10JT,5
3196,59,L,4-6JT,0
3197,41,L,4-6JT,3
3198,40,P,7-10JT,2
3199,53,P,1-3JT,3
3200,40,L,4-6JT,3
3201,54,L,4-6JT,1
3202,20,L,1-3JT,1
3203,48,P,1-3JT,2
3204,45,P,7-10JT,3
3205,46,L,4-6JT,2
3206,29,P,4-6JT,5
3207,20,L,4-6JT,4
3208,23,P,7-10JT,0
3209,45,P,7-10JT,5
3210,44,L,4-6JT,6
3211,47,P,4-6JT,4
3212,44,L,7-10JT,5
3213,29,L,4-6JT,5
3214,43,P,7-10JT,2
3215,17,P,1-3JT,6
3216,34,L,1-3JT,4
3217,56,L,4-6JT,2
3218,39,L,1-3JT,2
3219,34,P,4-6JT,0
3220,37,L,4-6JT,1
3221,24,P,4-6JT,2
3222,54,L,7-10JT,5
3223,30,P,4-6JT,1
3224,39,L,7-10JT,5
3225,53,L,7-10JT,6
3226,39,P,1-3JT,6
3227,51,P,1-3JT,0
3228,48,P,4-6JT,3
3229,23,L,7-10JT,1
3230,49,P,4-6JT,3
3231,51,L,1-3JT,3
3232,48,L,7-10JT,1
3233,44,P,1-3JT,2
3234,58,P,7-10JT,5
3235,48,L,7-10JT,6
3236,27,L,7-10JT,5
3237,44,L,7-10JT,6
3238,56,L,7-10JT,5
3239,19,L,4-6JT,1
3240,56,P,4-6JT,0
3241,55,L,7-10JT,3
3242,29,L,4-6JT,1
3243,52,P,1-3JT,0
3244,21,L,4-6JT,6
3245,26,L,4-6JT,6
3246,30,P,4-6JT,0
3247,33,P,4-6JT,5
3248,58,L,1-3JT,6
3249,23,P,1-3JT,2
3250,29,P,4-6JT,2
3251,53,P,1-3JT,2
3252,24,P,4-6JT,1
3253,34,P,4-6JT,3
3254,39,L,7-10JT,5
3255,19,L,7-10JT,3
3256,35,L,4-6JT,2
3257,59,L,1-3JT,6
3258,25,P,4-6JT,2
3259,25,P,7-10JT,6
3260,19,L,4-6JT,2
3261,39,L,7-10JT,6
3262,59,L,1-3JT,1
3263,35,L,1-3JT,6
3264,60,P,4-6JT,6
3265,44,L,4-6JT,5
3266,22,L,4-6JT,5
3267,48,P,7-10JT,3
3268,38,P,7-10JT,6
3269,19,L,4-6JT,2
3270,28,P,4-6JT,5
3271,32,L,4-6JT,5
3272,43,L,7-10JT,3
3273,32,P,1-3JT,3
3274,42,P,1-3JT,4
3275,30,P,7-10JT,0
3276,18,P,4-6JT,2
3277,17,P,7-10JT,3
3278,20,L,4-6JT,4
3279,17,L,7-10JT,3
3280,52,P,4-6JT,0
3281,20,L,4-6JT,1
3282,55,L,1-3JT,4
3283,17,P,1-3JT,5
3284,58,L,7-10JT,3
3285,46,L,1-3JT,4
3286,59,P,1-3JT,0
3287,52,L,4-6JT,5
3288,59,P,4-6JT,2
3289,39,P,1-3JT,4
3290,17,P,4-6JT,5
3291,31,P,4-6JT,4
3292,46,P,1-3JT,1
3293,27,L,7-10JT,3
3294,31,L,1-3JT,4
3295,48,P,7-10JT,4
3296,20,P,7-10JT,4
3297,47,P,7-10JT,2
3298,55,L,7-10JT,6
3299,55,P,7-10JT,6
3300,55,L,1-3JT,4
3301,54,L,1-3JT,5
3302,51,L,4-6JT,1
3303,44,L,1-3JT,3
3304,21,P,1-3JT,5
3305,51,P,7-10JT,5
3306,42,P,4-6JT,2
3307,28,L,7-10JT,4
3308,28,P,1-3JT,1
3309,46,L,1-3JT,1
3310,48,L,7-10JT,3
3311,39,P,1-3JT,3
3312,47,L,1-3JT,4
3313,32,L,1-3JT,3
3314,46,L,4-6JT,3
3315,45,P,1-3JT,2
3316,26,P,4-6JT,1
3317,44,L,7-10JT,4
3318,55,L,7-10JT,5
3319,34,L,1-3JT,0
3320,26,L,1-3JT,1
3321,49,P,4-6JT,1
3322,19,P,7-10JT,2
3323,33,P,7-10JT,4
3324,44,L,4-6JT,6
3325,46,L,1-3JT,1
3326,26,L,4-6JT,5
3327,22,P,4-6JT,4
3328,21,L,7-10JT,2
3329,50,P,4-6JT,1
3330,42,L,4-6JT,2
3331,39,L,1-3JT,2
3332,35,L,7-10JT,4
3333,38,L,7-10JT,0
3334,17,L,7-10JT,1
3335,36,L,7-10JT,3
3336,55,L,1-3JT,1
3337,58,L,1-3JT,6
3338,20,L,1-3JT,3
3339,20,P,1-3JT,2
3340,37,P,4-6JT,2
3341,20,L,7-10JT,4
3342,21,L,7-10JT,6
3343,60,P,4-6JT,3
3344,22,P,1-3JT,2
3345,47,P,1-3JT,5
3346,35,L,1-3JT,5
3347,57,P,7-10JT,2
3348,60,L,4-6JT,6
3349,43,L,7-10JT,3
3350,34,L,1-3JT,5
3351,48,P,1-3JT,6
3352,49,L,1-3JT,4
3353,32,P,7-10JT,4
3354,38,P,7-10JT,1
3355,47,P,4-6JT,6
3356,30,L,4-6JT,2
3357,35,L,4-6JT,0
3358,25,P,7-10JT,3
3359,42,L,1-3JT,3
3360,21,P,1-3JT,6
3361,35,P,4-6JT,0
3362,49,L,7-10JT,0
3363,47,P,7-10JT,1
3364,47,L,4-6JT,5
3365,29,P,1-3JT,6
3366,54,P,4-6JT,0
3367,54,P,7-10JT,3
3368,31,P,1-3JT,2
3369,43,P,7-10JT,4
3370,25,P,4-6JT,0
3371,59,P,1-3JT,3
3372,49,P,7-10JT,2
3373,19,P,1-3JT,3
3374,33,L,1-3JT,4
3375,22,L,7-10JT,2
3376,32,P,4-6JT,6
3377,31,P,1-3JT,6
3378,40,P,1-3JT,2
3379,25,P,1-3JT,3
3380,58,P,7-10JT,6
3381,27,P,7-10JT,1
3382,19,L,1-3JT,4
3383,32,L,1-3JT,6
3384,47,L,7-10JT,2
3385,19,L,7-10JT,2
3386,27,P,1-3JT,6
3387,60,P,7-10JT,4
3388,27,P,1-3JT,2
3389,38,L,7-10JT,4
3390,55,L,1-3JT,0
3391,32,P,4-6JT,4
3392,21,L,7-10JT,5
3393,31,L,4-6JT,5
3394,53,L,7-10JT,1
3395,46,P,7-10JT,4
3396,56,P,4-6JT,1
3397,23,L,1-3JT,6
3398,26,P,4-6JT,6
3399,57,P,7-10JT,6
3400,18,P,1-3JT,0
3401,27,L,7-10JT,6
3402,31,L,7-10JT,4
3403,36,P,7-10JT,4
3404,50,L,4-6JT,2
3405,21,L,4-6JT,0
3406,17,P,7-10JT,4
3407,22,P,4-6JT,6
3408,27,P,7-10JT,4
3409,25,L,1-3JT,0
3410,49,P,4-6JT,3
3411,19,L,4-6JT,0
3412,56,L,1-3JT,4
3413,27,L,1-3JT,3
3414,32,L,4-6JT,1
3415,52,P,7-10JT,5
3416,58,L,1-3JT,3
3417,59,L,1-3JT,1
3418,44,L,4-6JT,5
3419,52,P,4-6JT,3
3420,40,L,1-3JT,5
3421,20,P,4-6JT,4
3422,35,L,7-10JT,4
3423,49,L,4-6JT,2
3424,50,L,7-10JT,2
3425,22,L,1-3JT,5
3426,60,P,4-6JT,3
3427,40,P,1-3JT,5
3428,44,P,7-10JT,2
3429,28,P,7-10JT,6
3430,53,L,7-10JT,2
3431,34,L,7-10JT,4
3432,37,P,7-10JT,2
3433,52,P,1-3JT,4
3434,46,L,4-6JT,3
3435,24,L,1-3JT,1
3436,55,L,1-3JT,3
3437,43,L,4-6JT,5
3438,35,P,7-10JT,3
3439,52,L,7-10JT,3
3440,18,L,7-10JT,1
3441,42,L,4-6JT,1
3442,52,P,4-6JT,5
3443,30,P,4-6JT,0
3444,18,L,1-3JT,5
3445,32,L,1-3JT,3
3446,25,P,4-6JT,4
