,Usia,Gender,Gaji,Jumlah Anak
2532,54,L,1-3JT,1
2533,39,L,1-3JT,0
2534,48,P,1-3JT,6
2535,39,L,4-6JT,0
2536,34,L,1-3JT,2
2537,22,P,1-3JT,4
2538,36,L,1-3JT,4
2539,46,L,1-3JT,6
2540,51,L,7-10JT,2
2541,32,L,4-6JT,4
2542,45,P,7-10JT,6
2543,28,L,4-6JT,4
2544,17,P,4-6JT,4
2545,50,P,1-3JT,6
2546,27,L,1-3JT,4
2547,20,P,7-10JT,2
2548,47,L,7-10JT,4
2549,32,P,1-3JT,3
2550,35,L,7-10JT,0
2551,27,P,7-10JT,1
2552,40,P,1-3JT,1
2553,59,L,1-3JT,0
2554,48,L,7-10JT,4
2555,28,P,4-6JT,3
2556,32,L,1-3JT,4
2557,42,P,7-10JT,3
2558,22,L,4-6JT,6
2559,37,P,1-3JT,2
2560,17,L,4-6JT,1
2561,44,P,7-10JT,0
2562,29,L,1-3JT,1
2563,53,L,1-3JT,3
2564,32,L,1-3JT,6
2565,28,P,7-10JT,3
2566,49,L,7-10JT,3
2567,50,L,4-6JT,3
2568,42,L,4-6JT,6
2569,49,L,7-10JT,1
2570,37,L,1-3JT,1
2571,42,L,4-6JT,1
2572,28,L,4-6JT,1
2573,55,L,7-10JT,6
2574,33,P,7-10JT,5
2575,38,P,4-6JT,6
2576,44,L,1-3JT,1
2577,45,P,4-6JT,6
2578,27,L,1-3JT,1
2579,26,L,7-10JT,4
2580,30,P,7-10JT,5
2581,35,P,7-10JT,0
2582,28,P,7-10JT,6
2583,48,L,7-10JT,6
2584,31,P,1-3JT,5
2585,21,L,4-6JT,1
2586,56,P,1-3JT,3
2587,42,L,1-3JT,6
2588,33,P,4-6JT,6
2589,53,L,7-10JT,4
2590,17,L,1-3JT,2
2591,29,L,1-3JT,4
2592,54,P,1-3JT,5
2593,46,P,7-10JT,1
2594,34,L,1-3JT,0
2595,23,P,1-3JT,3
2596,50,L,4-6JT,2
2597,55,L,1-3JT,5
2598,39,P,1-3JT,1
2599,29,P,7-10JT,6
2600,20,L,7-10JT,3
2601,53,L,7-10JT,3
2602,28,L,4-6JT,2
2603,37,L,1-3JT,5
2604,52,L,7-10JT,6
2605,50,L,7-10JT,1
2606,44,L,4-6JT,2
2607,25,L,7-10JT,6
2608,40,L,4-6JT,0
2609,43,L,4-6JT,6
2610,37,P,4-6JT,0
2611,39,P,7-10JT,5
2612,43,P,7-10JT,5
2613,19,P,1-3JT,1
2614,25,P,4-6JT,2
2615,28,P,7-10JT,1
2616,36,P,1-3JT,0
2617,60,L,7-10JT,2
2618,22,L,7-10JT,5
2619,31,P,4-6JT,0
2620,40,P,1-3JT,1
2621,20,P,4-6JT,0
2622,35,L,4-6JT,2
2623,28,P,7-10JT,2
2624,38,L,4-6JT,1
2625,42,P,1-3JT,4
2626,52,P,1-3JT,6
2627,50,L,1-3JT,4
2628,44,L,7-10JT,1
2629,26,L,4-6JT,2
2630,51,L,1-3JT,4
2631,33,P,4-6JT,0
2632,45,P,1-3JT,5
2633,59,L,4-6JT,3
2634,58,P,1-3JT,5
2635,28,L,7-10JT,2
2636,18,L,4-6JT,5
2637,37,P,7-10JT,6
2638,48,P,1-3JT,0
2639,28,P,4-6JT,6
2640,24,L,4-6JT,2
2641,42,L,4-6JT,2
2642,35,P,4-6JT,2
2643,55,P,7-10JT,2
2644,57,L,7-10JT,1
2645,57,P,1-3JT,6
2646,42,L,4-6JT,3
2647,25,L,1-3JT,3
2648,58,L,7-10JT,1
2649,38,P,1-3JT,1
2650,22,L,7-10JT,0
2651,53,P,7-10JT,3
2652,29,L,4-6JT,6
2653,58,L,7-10JT,6
2654,32,L,7-10JT,1
2655,37,L,7-10JT,3
2656,41,L,4-6JT,0
2657,23,L,1-3JT,2
2658,33,L,7-10JT,3
2659,44,L,1-3JT,3
2660,31,P,4-6JT,3
2661,30,L,1-3JT,1
2662,59,L,7-10JT,0
2663,44,L,1-3JT,0
2664,40,P,4-6JT,2
2665,46,L,1-3JT,3
2666,27,L,1-3JT,2
2667,32,P,4-6JT,2
2668,25,P,1-3JT,6
2669,33,P,7-10JT,6
2670,56,P,1-3JT,5
2671,33,L,7-10JT,4
2672,31,P,4-6JT,0
2673,17,L,4-6JT,1
2674,17,P,1-3JT,5
2675,26,P,7-10JT,4
2676,43,P,4-6JT,3
2677,26,L,7-10JT,3
2678,32,P,4-6JT,5
2679,35,P,4-6JT,4
2680,29,L,1-3JT,0
2681,45,L,7-10JT,2
2682,42,P,4-6JT,1
2683,44,L,1-3JT,3
2684,21,L,1-3JT,2
2685,43,L,1-3JT,1
2686,54,L,1-3JT,0
2687,24,L,1-3JT,1
2688,31,L,1-3JT,0
2689,30,P,7-10JT,3
2690,20,P,7-10JT,4
2691,33,L,1-3JT,6
2692,30,P,7-10JT,5
2693,58,P,7-10JT,5
2694,38,L,7-10JT,1
2695,39,L,1-3JT,5
2696,46,P,4-6JT,6
2697,33,P,1-3JT,5
2698,53,P,1-3JT,5
2699,33,L,4-6JT,1
2700,26,P,4-6JT,0
2701,36,P,4-6JT,6
2702,51,L,1-3JT,0
2703,27,L,1-3JT,2
2704,26,L,7-10JT,4
2705,18,L,7-10JT,4
2706,23,L,4-6JT,1
2707,23,L,1-3JT,5
2708,49,L,4-6JT,4
2709,58,P,1-3JT,2
2710,25,P,1-3JT,0
2711,36,L,1-3JT,6
2712,48,P,7-10JT,2
2713,41,P,7-10JT,1
2714,20,P,1-3JT,1
2715,26,L,1-3JT,6
2716,41,P,7-10JT,3
2717,45,L,1-3JT,0
2718,41,L,1-3JT,4
2719,55,P,1-3JT,5
2720,37,L,7-10JT,0
2721,57,L,1-3JT,5
2722,51,L,7-10JT,0
2723,53,P,4-6JT,3
2724,26,L,4-6JT,2
2725,56,L,4-6JT,3
2726,29,P,1-3JT,5
2727,43,L,4-6JT,5
2728,50,P,1-3JT,0
2729,23,P,4-6JT,6
2730,28,L,7-10JT,4
2731,57,P,4-6JT,6
2732,54,L,4-6JT,0
2733,52,L,1-3JT,3
2734,25,L,7-10JT,1
2735,49,L,4-6JT,3
2736,37,P,4-6JT,0
2737,37,L,4-6JT,5
2738,59,L,1-3JT,5
2739,34,P,7-10JT,2
2740,36,L,7-10JT,1
2741,46,P,1-3JT,3
2742,21,L,1-3JT,0
2743,27,L,1-3JT,1
2744,29,L,7-10JT,2
2745,26,L,4-6JT,1
2746,53,L,7-10JT,5
2747,52,L,1-3JT,2
2748,23,P,7-10JT,1
2749,48,P,1-3JT,4
2750,47,L,7-10JT,5
2751,58,P,1-3JT,0
2752,33,L,1-3JT,0
2753,23,P,7-10JT,3
2754,57,P,7-10JT,4
2755,27,P,4-6JT,5
2756,37,L,7-10JT,5
2757,58,L,4-6JT,2
2758,58,P,4-6JT,3
2759,35,P,7-10JT,4
2760,27,P,1-3JT,1
2761,25,P,7-10JT,0
2762,29,P,4-6JT,5
2763,31,L,7-10JT,2
2764,59,L,7-10JT,6
2765,34,P,4-6JT,5
2766,52,P,4-6JT,1
2767,50,L,1-3JT,0
2768,50,L,1-3JT,5
2769,41,P,7-10JT,5
2770,41,L,7-10JT,6
2771,40,P,1-3JT,4
2772,49,P,4-6JT,6
2773,24,L,4-6JT,0
2774,48,L,7-10JT,1
2775,27,L,4-6JT,3
2776,51,L,7-10JT,5
2777,36,L,1-3JT,5
2778,27,L,1-3JT,5
2779,39,P,1-3JT,3
2780,52,P,1-3JT,2
2781,50,P,7-10JT,2
2782,34,P,4-6JT,4
2783,37,L,4-6JT,4
2784,47,P,1-3JT,3
2785,44,P,4-6JT,4
2786,33,P,1-3JT,2
2787,33,P,4-6JT,6
2788,31,L,7-10JT,3
2789,49,P,7-10JT,0
2790,27,L,7-10JT,6
2791,29,L,1-3JT,4
2792,40,L,7-10JT,2
2793,25,L,7-10JT,0
2794,57,L,1-3JT,6
2795,27,L,1-3JT,2
2796,59,P,1-3JT,4
2797,43,L,7-10JT,6
2798,17,P,1-3JT,2
2799,54,P,4-6JT,3
2800,45,L,1-3JT,6
2801,26,L,4-6JT,2
2802,50,L,7-10JT,3
2803,39,L,7-10JT,1
2804,57,P,7-10JT,5
2805,26,L,1-3JT,6
2806,42,P,1-3JT,0
2807,29,P,7-10JT,5
2808,26,L,1-3JT,3
2809,36,P,7-10JT,3
2810,54,L,4-6JT,0
2811,51,L,7-10JT,6
2812,22,L,1-3JT,2
2813,56,P,7-10JT,5
2814,20,P,7-10JT,3
2815,20,L,4-6JT,5
2816,52,L,4-6JT,3
2817,57,P,7-10JT,1
2818,26,P,7-10JT,4
2819,34,L,4-6JT,6
2820,39,P,1-3JT,6
2821,32,P,7-10JT,3
2822,48,L,1-3JT,3
2823,54,P,1-3JT,1
2824,54,P,7-10JT,3
2825,24,L,4-6JT,2
2826,24,L,4-6JT,3
2827,50,L,1-3JT,1
2828,30,P,7-10JT,3
2829,48,L,7-10JT,1
2830,49,P,1-3JT,6
2831,31,L,1-3JT,0
2832,28,P,7-10JT,3
2833,47,P,1-3JT,3
2834,29,P,4-6JT,4
2835,32,P,7-10JT,0
2836,58,P,1-3JT,0
2837,44,P,1-3JT,6
2838,42,P,7-10JT,3
2839,33,L,7-10JT,4
2840,55,L,7-10JT,0
2841,50,L,4-6JT,4
2842,42,L,7-10JT,2
2843,52,L,4-6JT,5
2844,28,L,7-10JT,2
2845,39,P,1-3JT,0
2846,32,L,1-3JT,3
2847,20,L,7-10JT,3
2848,57,L,1-3JT,3
2849,28,P,1-3JT,0
2850,25,L,7-10JT,2
2851,57,L,7-10JT,5
2852,54,P,7-10JT,6
2853,41,L,7-10JT,6
2854,27,L,7-10JT,0
2855,60,P,1-3JT,6
2856,26,L,7-10JT,1
2857,36,L,4-6JT,1
2858,21,P,1-3JT,1
2859,19,L,7-10JT,0
2860,55,L,1-3JT,6
2861,51,P,7-10JT,3
2862,18,L,7-10JT,0
2863,56,P,1-3JT,3
2864,46,P,4-6JT,2
2865,33,P,7-10JT,2
2866,41,L,1-3JT,4
2867,28,L,4-6JT,0
2868,30,L,4-6JT,2
2869,60,P,7-10JT,3
2870,52,P,7-10JT,2
2871,38,P,7-10JT,5
2872,42,P,4-6JT,4
2873,20,P,7-10JT,2
2874,28,P,1-3JT,5
2875,23,P,4-6JT,5
2876,39,L,1-3JT,3
2877,27,L,7-10JT,6
2878,35,L,1-3JT,5
2879,55,L,7-10JT,0
2880,20,P,1-3JT,0
2881,31,L,7-10JT,3
2882,28,L,4-6JT,5
2883,51,L,1-3JT,6
2884,41,P,1-3JT,1
2885,19,P,7-10JT,1
2886,19,P,1-3JT,2
2887,21,P,7-10JT,5
2888,26,L,4-6JT,5
2889,48,P,4-6JT,2
2890,39,P,7-10JT,5
2891,21,L,4-6JT,3
2892,54,L,1-3JT,4
2893,56,L,1-3JT,0
2894,60,P,4-6JT,2
2895,26,P,1-3JT,3
2896,36,P,1-3JT,6
2897,56,L,4-6JT,3
2898,35,P,7-10JT,4
2899,53,P,1-3JT,4
2900,60,L,7-10JT,5
2901,57,L,7-10JT,3
2902,26,L,7-10JT,2
2903,28,P,4-6JT,3
2904,60,L,4-6JT,6
2905,35,P,7-10JT,3
2906,36,L,7-10JT,5
2907,18,L,4-6JT,3
2908,60,L,7-10JT,0
2909,53,P,7-10JT,1
2910,29,L,4-6JT,6
2911,46,L,1-3JT,3
2912,37,P,4-6JT,1
2913,18,L,7-10JT,1
2914,51,L,4-6JT,4
2915,36,P,4-6JT,4
2916,54,P,4-6JT,1
2917,47,L,7-10JT,2
2918,56,L,7-10JT,0
2919,55,P,7-10JT,5
2920,45,P,1-3JT,1
2921,26,L,1-3JT,3
2922,59,P,4-6JT,0
2923,41,P,7-10JT,0
2924,46,P,7-10JT,2
2925,39,P,7-10JT,2
2926,34,L,4-6JT,5
2927,47,L,7-10JT,6
2928,31,P,4-6JT,6
2929,36,P,4-6JT,6
2930,52,L,4-6JT,6
2931,34,L,1-3JT,1
2932,47,L,7-10JT,1
2933,52,P,7-10JT,4
2934,49,P,4-6JT,0
2935,33,P,1-3JT,6
2936,28,L,4-6JT,5
2937,35,L,1-3JT,1
2938,49,L,1-3JT,0
2939,30,P,7-10JT,1
2940,46,L,1-3JT,4
2941,23,L,1-3JT,0
2942,20,P,1-3JT,3
2943,58,P,1-3JT,6
2944,22,P,1-3JT,6
2945,41,P,1-3JT,1
2946,57,P,7-10JT,3
2947,39,P,4-6JT,1
2948,56,P,1-3JT,3
2949,26,P,4-6JT,5
2950,24,P,4-6JT,4
2951,50,P,1-3JT,4
2952,28,L,1-3JT,6
2953,41,L,4-6JT,5
2954,19,L,7-10JT,5
2955,47,L,4-6JT,6
2956,30,L,4-6JT,3
2957,50,L,7-10JT,3
2958,34,L,7-10JT,5
2959,38,L,4-6JT,1
2960,18,P,1-3JT,5
2961,58,P,1-3JT,1
2962,25,L,1-3JT,0
2963,40,P,1-3JT,3
2964,39,P,1-3JT,5
2965,41,L,7-10JT,4
2966,32,P,1-3JT,1
2967,30,P,4-6JT,4
2968,43,L,7-10JT,4
2969,29,L,1-3JT,0
2970,54,L,7-10JT,4
2971,19,L,4-6JT,3
2972,20,P,7-10JT,2
2973,51,P,7-10JT,3
2974,54,P,4-6JT,2
2975,17,L,1-3JT,3
2976,20,P,7-10JT,6
2977,40,P,7-10JT,5
2978,58,L,4-6JT,2
2979,27,L,4-6JT,3
2980,58,L,4-6JT,1
2981,41,L,4-6JT,6
2982,53,L,7-10JT,6
2983,25,P,1-3JT,0
2984,46,L,7-10JT,2
2985,36,L,1-3JT,6
2986,39,P,7-10JT,1
2987,60,P,1-3JT,2
2988,19,P,7-10JT,2
2989,17,P,1-3JT,4
2990,34,P,7-10JT,3
2991,58,L,1-3JT,0
2992,38,L,1-3JT,0
2993,53,L,7-10JT,6
2994,37,L,1-3JT,5
2995,50,L,7-10JT,4
2996,17,P,4-6JT,3
2997,47,L,1-3JT,4
2998,46,L,1-3JT,4
2999,48,P,1-3JT,0
3000,40,P,4-6JT,4
3001,25,L,4-6JT,5
3002,32,L,7-10JT,1
3003,47,L,1-3JT,1
3004,58,L,7-10JT,1
3005,32,L,4-6JT,2
3006,26,L,1-3JT,4
3007,60,L,4-6JT,2
3008,54,L,4-6JT,2
3009,47,P,1-3JT,4
3010,19,L,1-3JT,5
3011,55,L,7-10JT,5
3012,47,L,4-6JT,3
3013,22,P,4-6JT,3
3014,52,L,7-10JT,1
3015,50,L,1-3JT,6
3016,50,L,4-6JT,0
3017,45,P,1-3JT,6
3018,57,P,1-3JT,3
3019,51,P,1-3JT,6
3020,58,L,1-3JT,4
3021,56,P,4-6JT,4
3022,60,P,1-3JT,1
3023,19,P,4-6JT,2
3024,60,P,7-10JT,0
3025,47,P,1-3JT,4
3026,55,L,4-6JT,0
3027,42,P,4-6JT,2
3028,47,L,7-10JT,1
3029,41,P,4-6JT,1
3030,37,P,1-3JT,3
3031,23,P,7-10JT,0
3032,26,L,4-6JT,4
3033,20,P,4-6JT,4
3034,33,L,4-6JT,2
3035,41,P,7-10JT,5
3036,28,P,1-3JT,6
3037,60,P,4-6JT,5
3038,42,L,7-10JT,5
3039,23,P,7-10JT,6
3040,46,L,1-3JT,3
3041,55,P,1-3JT,0
3042,39,L,7-10JT,5
3043,19,L,1-3JT,6
3044,28,L,7-10JT,3
3045,48,L,4-6JT,6
3046,41,L,1-3JT,2
3047,37,P,1-3JT,0
3048,57,L,4-6JT,3
3049,26,P,1-3JT,1
3050,20,L,7-10JT,0
3051,54,P,1-3JT,1
3052,39,L,1-3JT,4
3053,56,P,4-6JT,1
3054,40,L,1-3JT,2
3055,17,L,4-6JT,0
3056,43,L,1-3JT,1
3057,27,L,4-6JT,2
3058,49,P,4-6JT,3
3059,21,L,7-10JT,5
3060,59,P,4-6JT,4
3061,50,L,1-3JT,4
3062,36,L,4-6JT,6
3063,42,P,1-3JT,6
3064,52,P,1-3JT,5
3065,48,P,1-3JT,4
3066,53,L,7-10JT,4
3067,20,L,1-3JT,4
3068,52,P,4-6JT,3
3069,25,P,1-3JT,5
3070,36,L,7-10JT,4
3071,18,P,4-6JT,1
3072,49,L,4-6JT,5
3073,20,P,7-10JT,6
3074,54,P,1-3JT,3
3075,40,P,4-6JT,3
3076,60,P,4-6JT,1
3077,33,L,7-10JT,5
3078,53,L,7-10JT,6
3079,32,P,1-3JT,1
3080,47,P,7-10JT,4
3081,30,L,1-3JT,1
3082,59,P,1-3JT,2
3083,57,L,4-6JT,5
3084,57,L,1-3JT,1
3085,46,L,1-3JT,0
3086,58,L,7-10JT,0
3087,23,P,7-10JT,2
3088,20,P,4-6JT,3
3089,43,L,1-3JT,6
3090,51,P,4-6JT,1
3091,48,P,7-10JT,0
3092,31,P,1-3JT,6
3093,26,P,4-6JT,6
3094,41,L,7-10JT,6
3095,17,P,7-10JT,4
3096,47,P,4-6JT,0
3097,32,L,1-3JT,3
3098,29,L,4-6JT,4
3099,50,P,1-3JT,6
3100,21,L,4-6JT,2
3101,47,P,4-6JT,5
3102,24,L,1-3JT,1
3103,53,P,7-10JT,5
3104,54,P,4-6JT,4
3105,60,P,7-10JT,0
3106,50,L,7-10JT,5
3107,55,P,7-10JT,3
3108,34,P,1-3JT,5
3109,34,L,1-3JT,5
3110,35,L,4-6JT,5
3111,56,L,4-6JT,2
3112,34,P,4-6JT,3
3113,52,L,4-6JT,0
3114,36,P,1-3JT,6
3115,20,P,4-6JT,6
3116,56,L,7-10JT,6
3117,52,P,7-10JT,6
3118,25,P,1-3JT,5
3119,34,P,7-10JT,1
3120,34,L,1-3JT,0
3121,25,L,4-6JT,4
3122,54,P,4-6JT,5
3123,60,P,7-10JT,1
3124,46,L,7-10JT,0
3125,17,P,4-6JT,6
3126,24,P,1-3JT,1
3127,30,P,4-6JT,5
3128,23,L,4-6JT,5
3129,53,L,4-6JT,1
3130,44,L,1-3JT,5
3131,44,L,1-3JT,0
3132,60,P,7-10JT,0
3133,60,P,4-6JT,5
3134,17,P,4-6JT,6
3135,17,L,4-6JT,1
3136,27,L,1-3JT,0
3137,44,P,4-6JT,5
3138,26,L,4-6JT,3
3139,21,L,4-6JT,2
3140,36,P,4-6JT,2
3141,55,L,7-10JT,5
3142,25,P,7-10JT,0
3143,45,L,7-10JT,4
3144,50,P,7-10JT,5
3145,21,P,1-3JT,3
3146,51,L,1-3JT,0
3147,45,P,7-10JT,4
3148,43,P,4-6JT,6
3149,32,L,7-10JT,2
3150,44,P,1-3JT,2
3151,23,L,4-6JT,3
3152,33,L,1-3JT,4
3153,33,P,7-10JT,5
3154,56,L,7-10JT,6
3155,47,P,4-6JT,5
3156,42,L,7-10JT,4
3157,46,L,7-10JT,6
3158,30,L,7-10JT,3
3159,47,L,7-10JT,5
3160,19,P,1-3JT,0
3161,49,L,4-6JT,5
3162,20,P,4-6JT,4
3163,34,L,4-6JT,1
3164,36,L,7-10JT,6
3165,43,P,7-10JT,6
3166,34,L,7-10JT,3
3167,48,L,4-6JT,0
3168,37,P,7-10JT,2
3169,20,L,1-3JT,5
3170,47,L,4-6JT,3
3171,27,L,1-3JT,0
3172,55,P,7-10JT,3
3173,42,P,1-3JT,2
3174,37,L,4-6JT,6
3175,45,P,7-10JT,5
3176,60,P,7-10JT,1
3177,35,P,7-10JT,2
3178,35,P,1-3JT,0
3179,22,P,7-10JT,6
3180,50,P,7-10JT,3
3181,25,L,4-6JT,1
3182,48,P,1-3JT,0
3183,33,L,7-10JT,5
3184,51,L,7-10JT,3
3185,41,P,1-3JT,0
3186,51,L,7-10JT,5
3187,44,P,4-6JT,2
3188,58,P,4-6JT,5
3189,31,P,4-6JT,3
3190,24,L,7-10JT,4
3191,29,P,1-3JT,2
3192,45,L,1-3JT,1
3193,46,P,7-10JT,1
3194,29,P,4-6JT,5
3195,23,L,1-3JT,2
3196,52,P,1-3JT,5
3197,20,L,1-3JT,2
3198,25,P,1-3JT,6
3199,32,L,4-6JT,1
3200,47,L,1-3JT,2
3201,55,L,7-10JT,0
3202,58,L,7-10JT,1
3203,46,L,7-10JT,1
3204,60,P,1-3JT,2
3205,29,L,1-3JT,5
3206,32,P,1-3JT,2
3207,54,P,1-3JT,6
3208,27,P,1-3JT,2
3209,53,P,4-6JT,4
3210,27,L,1-3JT,6
3211,49,L,4-6JT,2
3212,25,L,4-6JT,1
3213,40,L,1-3JT,5
3214,57,L,4-6JT,6
3215,21,P,1-3JT,6
3216,59,L,1-3JT,4
3217,21,L,1-3JT,4
3218,24,P,1-3JT,6
3219,53,P,4-6JT,2
3220,39,P,1-3JT,3
3221,58,L,4-6JT,2
3222,31,L,7-10JT,3
3223,41,P,4-6JT,3
3224,54,P,4-6JT,1
3225,35,L,1-3JT,2
3226,41,L,7-10JT,3
3227,27,L,4-6JT,4
3228,38,P,4-6JT,1
3229,17,L,1-3JT,6
3230,40,L,4-6JT,0
3231,54,L,1-3JT,6
3232,53,L,1-3JT,4
3233,58,L,4-6JT,5
3234,50,L,4-6JT,0
3235,40,L,7-10JT,6
3236,56,P,1-3JT,4
3237,20,P,1-3JT,6
3238,58,L,4-6JT,4
3239,47,P,7-10JT,1
3240,25,L,4-6JT,0
3241,45,L,4-6JT,0
3242,55,L,7-10JT,2
3243,28,P,4-6JT,2
3244,38,P,1-3JT,5
3245,31,P,1-3JT,0
3246,23,P,7-10JT,2
3247,39,L,7-10JT,6
3248,21,L,4-6JT,2
3249,25,P,7-10JT,3
3250,45,P,1-3JT,4
3251,37,P,1-3JT,1
3252,28,P,4-6JT,0
3253,46,L,7-10JT,2
3254,33,P,4-6JT,3
3255,53,P,7-10JT,5
3256,45,P,4-6JT,2
3257,25,P,7-10JT,5
3258,45,P,7-10JT,4
3259,30,L,7-10JT,3
3260,34,P,1-3JT,2
3261,18,P,4-6JT,3
3262,60,L,7-10JT,1
3263,37,P,1-3JT,4
3264,18,L,1-3JT,5
3265,57,P,1-3JT,1
3266,20,L,1-3JT,5
3267,35,L,4-6JT,2
3268,36,L,7-10JT,6
3269,42,P,1-3JT,2
3270,35,L,4-6JT,6
3271,57,P,4-6JT,3
3272,23,L,4-6JT,3
3273,37,P,4-6JT,3
3274,29,P,4-6JT,5
3275,42,L,4-6JT,0
3276,58,L,7-10JT,1
3277,27,P,4-6JT,3
3278,27,L,1-3JT,4
3279,47,P,4-6JT,2
3280,26,P,1-3JT,2
3281,55,L,4-6JT,2
3282,18,L,4-6JT,0
3283,42,L,7-10JT,6
3284,35,P,4-6JT,1
3285,60,P,7-10JT,5
3286,41,P,1-3JT,3
3287,33,L,1-3JT,0
3288,25,P,4-6JT,1
3289,35,L,1-3JT,3
3290,27,L,4-6JT,5
3291,40,P,1-3JT,3
3292,41,L,4-6JT,6
3293,34,P,1-3JT,0
3294,60,L,4-6JT,1
3295,23,L,4-6JT,5
3296,23,P,7-10JT,5
3297,37,P,7-10JT,1
3298,56,L,1-3JT,0
3299,41,L,1-3JT,3
3300,45,P,1-3JT,2
3301,58,L,7-10JT,2
3302,47,L,7-10JT,2
3303,49,P,4-6JT,6
3304,40,P,7-10JT,4
3305,27,P,7-10JT,5
3306,22,P,7-10JT,5
3307,54,P,7-10JT,0
3308,37,L,7-10JT,6
3309,39,P,1-3JT,4
3310,47,P,7-10JT,3
3311,37,P,1-3JT,2
3312,38,P,1-3JT,1
3313,37,P,7-10JT,5
3314,47,P,7-10JT,3
3315,17,L,7-10JT,6
3316,37,L,7-10JT,4
3317,40,P,4-6JT,5
3318,56,L,7-10JT,1
3319,55,P,4-6JT,4
3320,51,P,1-3JT,5
3321,25,P,4-6JT,1
3322,48,L,1-3JT,2
3323,56,P,4-6JT,5
3324,57,L,4-6JT,1
3325,45,L,1-3JT,2
3326,21,P,4-6JT,3
3327,54,L,4-6JT,0
3328,58,P,7-10JT,3
3329,35,L,7-10JT,1
3330,17,P,1-3JT,1
3331,41,L,7-10JT,1
3332,24,P,1-3JT,1
3333,23,P,1-3JT,4
3334,37,P,4-6JT,1
3335,29,L,1-3JT,4
3336,54,L,7-10JT,1
3337,47,L,7-10JT,2
3338,50,P,1-3JT,6
3339,22,P,1-3JT,4
3340,38,L,7-10JT,4
3341,44,P,7-10JT,3
3342,58,L,7-10JT,2
3343,32,L,4-6JT,2
3344,19,P,4-6JT,4
3345,40,P,7-10JT,3
3346,30,P,1-3JT,2
3347,40,P,1-3JT,5
3348,57,L,4-6JT,4
3349,50,L,4-6JT,6
3350,49,P,4-6JT,2
3351,42,P,7-10JT,1
3352,56,L,7-10JT,0
3353,40,P,1-3JT,2
3354,39,L,4-6JT,2
3355,33,L,7-10JT,6
3356,50,L,1-3JT,6
3357,18,L,1-3JT,0
3358,34,P,7-10JT,2
3359,35,P,7-10JT,4
3360,25,P,7-10JT,3
3361,38,L,7-10JT,3
3362,37,L,7-10JT,3
3363,41,L,4-6JT,3
3364,46,L,4-6JT,2
3365,44,P,1-3JT,5
3366,55,L,7-10JT,0
3367,51,L,4-6JT,4
3368,41,L,4-6JT,0
3369,46,L,7-10JT,5
3370,23,L,7-10JT,5
3371,25,L,1-3JT,6
3372,25,P,1-3JT,1
3373,43,L,7-10JT,0
3374,19,L,7-10JT,1
3375,56,L,4-6JT,6
3376,49,P,7-10JT,5
3377,44,L,1-3JT,0
3378,54,P,7-10JT,0
3379,41,L,1-3JT,1
3380,26,P,1-3JT,0
3381,24,L,4-6JT,2
3382,36,P,1-3JT,5
3383,31,L,7-10JT,4
3384,33,L,4-6JT,2
3385,29,P,7-10JT,3
3386,45,P,7-10JT,3
3387,36,P,1-3JT,5
3388,53,P,1-3JT,2
3389,30,P,1-3JT,3
3390,35,L,4-6JT,2
3391,17,L,7-10JT,3
3392,29,L,1-3JT,5
3393,54,L,1-3JT,6
3394,60,P,1-3JT,3
3395,17,P,1-3JT,6
3396,38,P,1-3JT,1
3397,40,P,1-3JT,0
3398,46,L,1-3JT,4
3399,60,L,7-10JT,0
3400,54,P,4-6JT,6
3401,56,L,1-3JT,1
3402,36,P,4-6JT,4
3403,56,L,7-10JT,0
3404,58,L,7-10JT,1
3405,27,L,4-6JT,6
3406,38,P,7-10JT,2
3407,40,L,1-3JT,4
3408,45,P,4-6JT,2
3409,36,L,1-3JT,5
3410,59,P,4-6JT,5
3411,34,P,1-3JT,6
3412,39,P,7-10JT,0
3413,47,P,1-3JT,6
3414,36,L,7-10JT,5
3415,26,L,4-6JT,1
3416,60,P,7-10JT,1
3417,29,P,1-3JT,3
3418,52,P,4-6JT,3
3419,57,L,7-10JT,5
3420,32,L,1-3JT,6
3421,31,L,4-6JT,3
3422,24,L,1-3JT,5
3423,34,L,1-3JT,0
3424,58,L,1-3JT,6
3425,17,L,1-3JT,5
3426,45,P,4-6JT,1
3427,40,P,4-6JT,0
3428,30,L,1-3JT,2
3429,36,L,4-6JT,1
3430,23,L,4-6JT,2
3431,45,L,1-3JT,4
3432,36,L,7-10JT,2
3433,19,L,4-6JT,4
3434,59,L,7-10JT,6
3435,45,P,4-6JT,3
3436,48,L,7-10JT,0
3437,17,L,7-10JT,2
3438,31,P,1-3JT,6
3439,27,L,7-10JT,1
3440,40,P,7-10JT,3
3441,23,P,7-10JT,1
3442,59,P,7-10JT,6
3443,35,P,4-6JT,0
3444,28,L,1-3JT,0
3445,56,L,1-3JT,2
3446,43,L,7-10JT,1
3447,25,P,7-10JT,2
3448,42,L,7-10JT,0
3449,27,L,7-10JT,1
3450,53,L,4-6JT,6
3451,28,L,1-3JT,4
3452,42,P,1-3JT,4
3453,31,L,4-6JT,2
3454,26,P,1-3JT,3
3455,51,P,4-6JT,1
3456,43,L,1-3JT,0
3457,58,L,1-3JT,6
3458,21,P,4-6JT,1
3459,53,L,7-10JT,2
3460,56,P,7-10JT,3
3461,37,P,1-3JT,3
3462,44,L,4-6JT,1
